hour no,isop_emis_SE,isop_emis_NE,isop_emis_Mid,isop_emis_SW,isop_emis_N,terp_emis_SE,terp_emis_NE,terp_emis_Mid,terp_emis_SW,terp_emis_N,isop_ppb_SE,isop_ppb_NE,isop_ppb_Mid,isop_ppb_SW,isop_ppb_N,terp_ppb_SE,terp_ppb_NE,terp_ppb_Mid,terp_ppb_SW,terp_ppb_N,hcho_ppb_SE,hcho_ppb_NE,hcho_ppb_Mid,hcho_ppb_SW,hcho_ppb_N,no_ppb_SE,no_ppb_NE,no_ppb_Mid,no_ppb_SW,no_ppb_N,no2_ppb_SE,no2_ppb_NE,no2_ppb_Mid,no2_ppb_SW,no2_ppb_N,mvk_ppb_SE,mvk_ppb_NE,mvk_ppb_Mid,mvk_ppb_SW,mvk_ppb_N,macr_ppb_SE,macr_ppb_NE,macr_ppb_Mid,macr_ppb_SW,macr_ppb_N
854,0.361,0.936,0.073,0.047,3.497,80.3,124.986,57.052,122.342,179.321,0.572,0.448,0.006,0.038,1.841,0.315,0.305,0.878,0.44,1.507,0.821,0.752,1.01,0.629,2.337,0.04,0.011,0.02,0.019,0.021,0.931,0.398,1.28,0.816,1.979,0.045,0.039,0.001,0.003,0.199,0.088,0.096,0.002,0.005,0.38
855,0.342,0.856,0.066,0.044,3.207,74.546,116.151,52.262,110.081,167.987,0.516,0.404,0.005,0.036,1.594,0.275,0.273,0.857,0.394,1.511,0.78,0.711,0.998,0.59,2.232,0.035,0.01,0.017,0.016,0.02,0.864,0.356,1.201,0.744,1.889,0.045,0.038,0.001,0.003,0.187,0.087,0.092,0.002,0.006,0.353
856,0.329,0.792,0.06,0.04,2.936,69.593,108.381,47.773,99.676,157.283,0.46,0.368,0.004,0.035,1.414,0.253,0.254,0.818,0.348,1.503,0.737,0.672,0.982,0.552,2.143,0.031,0.01,0.015,0.014,0.019,0.817,0.326,1.107,0.67,1.779,0.043,0.037,0.001,0.003,0.177,0.085,0.088,0.002,0.006,0.333
857,0.322,0.741,0.055,0.037,2.711,65.454,101.605,43.719,91.041,148.018,0.413,0.335,0.003,0.035,1.277,0.248,0.247,0.774,0.31,1.484,0.699,0.637,0.966,0.519,2.071,0.035,0.009,0.013,0.013,0.018,0.793,0.309,1.016,0.607,1.669,0.042,0.035,0.001,0.004,0.17,0.082,0.083,0.002,0.006,0.318
858,0.32,0.698,0.051,0.034,2.522,62.221,95.746,40.311,84.008,139.908,0.372,0.303,0.003,0.036,1.166,0.248,0.247,0.735,0.284,1.458,0.666,0.604,0.951,0.493,2.012,0.059,0.009,0.012,0.012,0.017,0.802,0.299,0.939,0.56,1.57,0.04,0.034,0.001,0.004,0.163,0.078,0.078,0.002,0.007,0.306
859,33.087,13.954,0.046,0.032,2.36,64.321,89.553,37.347,77.637,132.872,0.33,0.275,0.003,0.038,1.07,0.206,0.243,0.708,0.264,1.431,0.619,0.574,0.938,0.472,1.96,0.133,0.014,0.011,0.011,0.016,0.745,0.285,0.879,0.523,1.485,0.037,0.032,0.001,0.005,0.157,0.072,0.073,0.002,0.008,0.295
860,215.252,218.469,0.536,0.03,68.733,96.042,120.621,32.491,72.016,131.684,0.417,0.313,0.003,0.039,0.98,0.139,0.17,0.679,0.244,1.343,0.61,0.556,0.943,0.454,1.902,0.295,0.042,0.043,0.011,0.041,0.603,0.209,0.801,0.492,1.345,0.034,0.03,0.001,0.005,0.149,0.067,0.069,0.002,0.009,0.282
861,491.257,551.996,6.577,0.627,736.688,140.422,173.2,45.2,66.758,189.204,0.573,0.486,0.009,0.039,1.195,0.109,0.132,0.317,0.208,0.845,0.664,0.588,0.965,0.443,1.896,0.33,0.062,0.099,0.028,0.117,0.49,0.153,0.466,0.438,0.89,0.037,0.031,0.001,0.005,0.139,0.07,0.071,0.003,0.009,0.274
862,751.576,900.471,17.557,9.233,2050.231,184.463,228.608,70.916,83.375,292.585,0.655,0.648,0.023,0.039,2.128,0.088,0.103,0.125,0.141,0.415,0.76,0.624,1.043,0.465,2.045,0.3,0.056,0.121,0.082,0.126,0.407,0.114,0.301,0.326,0.508,0.038,0.03,0.002,0.006,0.136,0.074,0.074,0.006,0.01,0.291
863,979.142,1237.037,29.958,23.361,3555.99,226.857,283.648,104.344,113.655,412.707,0.703,0.736,0.03,0.037,3.118,0.073,0.084,0.063,0.101,0.284,0.822,0.637,1.067,0.52,2.251,0.227,0.045,0.105,0.114,0.109,0.324,0.088,0.227,0.25,0.362,0.034,0.027,0.004,0.007,0.139,0.07,0.072,0.011,0.012,0.335
864,1337.03,1550.962,43.9,38.859,4965.06,273.421,333.776,133.016,148.004,532.06,0.838,0.792,0.025,0.035,3.597,0.069,0.076,0.038,0.07,0.218,0.838,0.655,1.008,0.569,2.315,0.168,0.039,0.079,0.103,0.082,0.262,0.075,0.175,0.198,0.264,0.029,0.023,0.002,0.006,0.125,0.063,0.069,0.011,0.012,0.375
865,1490.925,1803.809,49.887,60.128,6027.067,304.447,374.811,147.459,187.403,631.717,0.975,0.876,0.023,0.038,3.645,0.072,0.077,0.034,0.054,0.184,0.844,0.679,0.99,0.581,2.221,0.132,0.038,0.072,0.082,0.067,0.226,0.072,0.159,0.154,0.209,0.028,0.022,0.002,0.004,0.104,0.062,0.068,0.009,0.01,0.386
866,1555.961,1948.138,53.429,82.132,6630.962,322.57,400.55,158.112,223.348,701.04,1.106,0.977,0.023,0.045,3.709,0.077,0.082,0.034,0.049,0.175,0.855,0.705,0.983,0.584,2.16,0.11,0.038,0.068,0.069,0.063,0.207,0.074,0.154,0.131,0.192,0.028,0.022,0.002,0.002,0.095,0.065,0.071,0.007,0.007,0.395
867,1513.881,1962.705,54.301,100.361,6773.27,327.859,409.428,166.048,252.188,732.193,1.252,1.082,0.024,0.053,3.897,0.084,0.089,0.036,0.049,0.179,0.869,0.729,0.971,0.585,2.158,0.098,0.039,0.066,0.064,0.061,0.199,0.078,0.152,0.121,0.191,0.029,0.023,0.002,0.002,0.093,0.071,0.077,0.006,0.006,0.41
868,1365.661,1848.933,52.701,110.827,6543.892,322.809,403.159,167.212,268.717,727.484,1.415,1.185,0.025,0.061,4.16,0.094,0.097,0.038,0.052,0.189,0.886,0.75,0.957,0.584,2.187,0.092,0.04,0.063,0.061,0.061,0.202,0.085,0.153,0.119,0.198,0.03,0.024,0.002,0.001,0.095,0.078,0.085,0.005,0.005,0.432
869,1068.723,1479.643,48.274,111.455,5914.27,293.304,363.214,157.219,270.293,685.364,1.508,1.277,0.026,0.068,4.452,0.103,0.106,0.04,0.055,0.202,0.904,0.767,0.943,0.582,2.224,0.089,0.041,0.06,0.06,0.059,0.219,0.096,0.157,0.12,0.208,0.032,0.025,0.002,0.001,0.097,0.085,0.093,0.004,0.004,0.455
870,629.095,863.874,40.187,101.48,4715.882,236.978,293.321,140.203,255.174,602.543,1.554,1.313,0.026,0.072,4.828,0.113,0.116,0.042,0.058,0.226,0.925,0.779,0.929,0.577,2.269,0.085,0.039,0.055,0.059,0.057,0.254,0.112,0.163,0.125,0.228,0.035,0.026,0.002,0.001,0.103,0.093,0.1,0.004,0.005,0.477
871,158.099,195.952,25.916,82.843,2782.449,182.908,232.363,120.326,226.407,493.97,1.552,1.258,0.026,0.075,5.143,0.139,0.137,0.046,0.062,0.269,0.948,0.791,0.917,0.57,2.326,0.07,0.033,0.046,0.056,0.052,0.329,0.145,0.178,0.133,0.272,0.039,0.029,0.002,0.002,0.114,0.099,0.105,0.004,0.005,0.497
872,1.017,1.956,7.404,51.532,641.863,164.318,214.514,114.55,187.317,410.341,1.279,0.979,0.022,0.073,5.154,0.237,0.219,0.06,0.067,0.395,0.985,0.805,0.909,0.559,2.411,0.046,0.023,0.033,0.051,0.043,0.58,0.249,0.213,0.147,0.426,0.045,0.034,0.001,0.002,0.139,0.105,0.108,0.004,0.005,0.512
873,0.848,1.64,0.187,17.513,7.469,141.631,189.367,121.2,166.179,315.899,1.056,0.807,0.019,0.066,4.379,0.406,0.363,0.239,0.082,0.699,1.023,0.817,0.946,0.544,2.502,0.025,0.016,0.027,0.041,0.029,0.986,0.42,0.484,0.182,0.851,0.05,0.037,0.002,0.002,0.177,0.108,0.107,0.004,0.005,0.517
874,0.751,1.403,0.148,0.079,5.628,126.993,168.616,98.204,158.397,257.647,0.904,0.713,0.012,0.05,3.562,0.537,0.475,0.524,0.147,1.003,1.053,0.827,1.032,0.531,2.555,0.026,0.016,0.019,0.03,0.018,1.264,0.559,0.947,0.298,1.343,0.053,0.039,0.002,0.002,0.204,0.107,0.105,0.003,0.004,0.504
875,0.689,1.221,0.124,0.058,4.802,116.741,152.49,84.923,136.818,228.682,0.772,0.64,0.01,0.036,2.934,0.588,0.516,0.749,0.222,1.135,1.063,0.824,1.11,0.517,2.511,0.025,0.016,0.021,0.022,0.017,1.327,0.617,1.303,0.435,1.585,0.053,0.04,0.002,0.002,0.207,0.106,0.103,0.003,0.004,0.471
876,0.628,1.075,0.108,0.046,4.279,108.194,139.258,76.117,119.633,209.993,0.68,0.584,0.009,0.031,2.45,0.588,0.517,0.883,0.246,1.181,1.061,0.812,1.149,0.499,2.423,0.022,0.015,0.022,0.02,0.018,1.261,0.616,1.476,0.488,1.66,0.053,0.04,0.002,0.001,0.2,0.107,0.101,0.003,0.004,0.432
877,0.575,0.959,0.096,0.039,3.91,100.929,128.185,69.386,105.467,196.27,0.627,0.539,0.008,0.028,2.054,0.552,0.497,0.955,0.234,1.186,1.048,0.791,1.158,0.476,2.313,0.019,0.014,0.022,0.018,0.018,1.132,0.582,1.528,0.473,1.646,0.054,0.04,0.002,0.002,0.187,0.109,0.099,0.003,0.004,0.393
878,0.532,0.864,0.087,0.035,3.623,94.817,118.57,63.805,93.775,185.349,0.599,0.496,0.007,0.027,1.733,0.496,0.465,0.978,0.214,1.173,1.028,0.764,1.149,0.451,2.198,0.016,0.012,0.021,0.016,0.018,1.011,0.533,1.501,0.439,1.586,0.055,0.04,0.002,0.002,0.173,0.111,0.097,0.003,0.004,0.357
879,0.493,0.787,0.079,0.031,3.39,89.238,110.483,59.097,84.164,176.132,0.582,0.452,0.007,0.026,1.48,0.438,0.435,0.965,0.204,1.143,0.998,0.734,1.131,0.429,2.088,0.015,0.011,0.018,0.014,0.018,0.917,0.482,1.43,0.412,1.5,0.056,0.04,0.002,0.002,0.159,0.113,0.094,0.004,0.004,0.325
880,0.462,0.724,0.072,0.029,3.192,84.243,103.481,55.293,76.16,168.233,0.567,0.413,0.007,0.025,1.273,0.396,0.418,0.931,0.202,1.101,0.965,0.704,1.111,0.411,1.986,0.015,0.01,0.017,0.013,0.017,0.851,0.439,1.339,0.397,1.398,0.057,0.039,0.002,0.002,0.146,0.115,0.091,0.004,0.005,0.297
881,0.434,0.673,0.066,0.027,3.036,79.647,97.239,51.866,69.509,161.831,0.552,0.378,0.008,0.024,1.096,0.371,0.409,0.891,0.203,1.059,0.932,0.676,1.094,0.397,1.892,0.019,0.01,0.015,0.012,0.017,0.82,0.405,1.249,0.388,1.3,0.058,0.039,0.002,0.002,0.133,0.116,0.089,0.005,0.005,0.271
882,0.41,0.626,0.061,0.026,2.907,75.499,91.165,48.612,64.003,156.3,0.535,0.346,0.009,0.023,0.946,0.355,0.408,0.853,0.208,1.024,0.901,0.651,1.079,0.385,1.807,0.041,0.01,0.014,0.012,0.016,0.829,0.384,1.166,0.382,1.215,0.059,0.038,0.002,0.002,0.122,0.117,0.086,0.007,0.005,0.249
883,44.829,15.714,0.057,0.026,2.797,77.873,85.259,45.686,59.309,151.448,0.515,0.316,0.011,0.022,0.83,0.3,0.397,0.819,0.216,1,0.855,0.627,1.065,0.375,1.741,0.112,0.017,0.013,0.011,0.016,0.787,0.359,1.093,0.376,1.149,0.058,0.037,0.003,0.002,0.113,0.115,0.083,0.008,0.005,0.232
884,280.889,229.044,0.68,0.025,65.695,116.603,119.839,40.498,55.37,152.198,0.642,0.365,0.013,0.021,0.743,0.196,0.224,0.782,0.225,0.915,0.852,0.612,1.068,0.366,1.681,0.247,0.046,0.04,0.011,0.033,0.632,0.233,1.003,0.368,1.02,0.058,0.035,0.003,0.002,0.105,0.115,0.081,0.01,0.004,0.219
885,621.147,572.511,6.981,0.429,864.241,171.458,175.67,49.946,52.913,212.53,0.848,0.55,0.02,0.02,0.976,0.15,0.15,0.482,0.184,0.563,0.937,0.647,1.13,0.357,1.676,0.3,0.062,0.108,0.021,0.091,0.52,0.159,0.671,0.33,0.68,0.061,0.036,0.004,0.002,0.099,0.122,0.085,0.013,0.004,0.216
886,969.557,900.922,17.537,7.715,2279.792,226.668,232.264,67.83,70.672,316.856,0.949,0.687,0.032,0.021,1.881,0.116,0.11,0.173,0.12,0.328,1.033,0.675,1.175,0.365,1.828,0.28,0.054,0.112,0.062,0.112,0.447,0.116,0.388,0.24,0.429,0.056,0.034,0.005,0.002,0.107,0.121,0.088,0.017,0.004,0.239
887,1292.24,1192.719,29.961,20.352,3728.096,279.679,283.99,90.872,98.102,428.54,1.001,0.766,0.037,0.026,2.789,0.093,0.088,0.089,0.084,0.244,1.052,0.681,1.214,0.402,2.062,0.237,0.044,0.1,0.091,0.098,0.382,0.09,0.29,0.184,0.317,0.044,0.029,0.005,0.002,0.118,0.104,0.085,0.019,0.004,0.288
888,1798.448,1473.727,44.49,42.59,4924.405,336.592,331.356,115.111,132.238,534.246,1.164,0.832,0.028,0.033,3.213,0.088,0.081,0.049,0.062,0.195,1.046,0.694,1.141,0.465,2.196,0.192,0.039,0.077,0.092,0.075,0.33,0.078,0.22,0.156,0.24,0.037,0.026,0.003,0.002,0.112,0.088,0.081,0.014,0.004,0.342
889,2048.039,1670.859,50.962,67.271,5902.744,374.704,369.573,131.223,171.4,627.954,1.318,0.909,0.026,0.042,3.339,0.09,0.082,0.039,0.049,0.171,1.05,0.712,1.096,0.52,2.179,0.153,0.038,0.066,0.08,0.063,0.29,0.075,0.192,0.135,0.196,0.035,0.025,0.002,0.002,0.099,0.082,0.078,0.009,0.004,0.367
890,2178.63,1786.832,53.754,92.483,6480.19,400.348,397.038,141.586,210.025,693.075,1.473,1.004,0.026,0.052,3.473,0.095,0.087,0.036,0.044,0.166,1.062,0.732,1.077,0.549,2.164,0.124,0.039,0.062,0.07,0.059,0.259,0.076,0.182,0.119,0.184,0.035,0.025,0.002,0.002,0.092,0.084,0.079,0.006,0.004,0.379
891,2158.946,1797.255,52.933,112.86,6678.879,410.082,410.235,147.116,239.923,724.774,1.623,1.108,0.025,0.064,3.676,0.102,0.094,0.036,0.045,0.171,1.076,0.752,1.061,0.563,2.188,0.107,0.04,0.059,0.066,0.059,0.242,0.08,0.178,0.111,0.185,0.036,0.025,0.002,0.002,0.09,0.089,0.084,0.005,0.004,0.392
892,1923.612,1663.194,49.327,124.352,6447.112,400.807,405.211,146.069,259.369,716.306,1.737,1.206,0.026,0.074,3.901,0.11,0.102,0.038,0.048,0.179,1.092,0.77,1.044,0.572,2.227,0.097,0.041,0.055,0.065,0.058,0.241,0.086,0.178,0.108,0.193,0.038,0.026,0.002,0.002,0.091,0.097,0.09,0.004,0.004,0.408
893,1486.28,1313.281,44.369,125.449,5765.36,360.539,367.661,139.411,264.4,669.076,1.83,1.279,0.026,0.082,4.18,0.12,0.111,0.04,0.051,0.191,1.112,0.784,1.028,0.577,2.268,0.093,0.041,0.052,0.065,0.057,0.258,0.095,0.18,0.109,0.205,0.041,0.027,0.002,0.002,0.093,0.106,0.096,0.004,0.004,0.425
894,873.739,749.702,36.273,114.813,4430.256,291.945,299.721,128.641,257.324,580.668,1.95,1.284,0.027,0.088,4.656,0.135,0.121,0.043,0.054,0.218,1.133,0.792,1.011,0.579,2.317,0.086,0.039,0.048,0.064,0.055,0.298,0.111,0.186,0.114,0.23,0.044,0.028,0.002,0.002,0.099,0.114,0.102,0.004,0.005,0.443
895,202.897,161.919,23.125,92.077,2500.111,226.219,240.16,116.947,230.328,472.33,2.088,1.179,0.026,0.091,5.384,0.175,0.14,0.049,0.059,0.288,1.157,0.797,0.997,0.578,2.396,0.071,0.033,0.042,0.063,0.053,0.38,0.144,0.201,0.123,0.293,0.051,0.03,0.002,0.002,0.116,0.122,0.105,0.004,0.005,0.468
896,1.353,1.928,6.604,57.16,491.212,201.46,222.509,117.148,184.681,376.559,1.65,0.911,0.023,0.089,5.651,0.307,0.234,0.073,0.063,0.43,1.195,0.806,0.989,0.572,2.515,0.053,0.024,0.032,0.057,0.044,0.726,0.26,0.245,0.138,0.455,0.059,0.035,0.002,0.002,0.151,0.128,0.106,0.004,0.005,0.497
897,1.086,1.597,0.204,19.859,7.439,171.836,193.925,120.103,161.59,316.471,1.309,0.743,0.022,0.081,4.773,0.524,0.404,0.224,0.076,0.709,1.231,0.816,1.01,0.561,2.626,0.033,0.017,0.025,0.045,0.029,1.303,0.467,0.476,0.171,0.874,0.064,0.038,0.002,0.002,0.191,0.13,0.103,0.004,0.005,0.513
898,0.937,1.372,0.163,0.095,5.874,153.278,172.571,103.774,159.204,266.144,1.159,0.641,0.016,0.065,3.933,0.687,0.539,0.435,0.157,0.952,1.261,0.821,1.058,0.554,2.677,0.037,0.018,0.019,0.034,0.019,1.701,0.635,0.815,0.311,1.322,0.066,0.038,0.003,0.002,0.214,0.131,0.098,0.004,0.005,0.506
899,0.817,1.199,0.141,0.066,5.082,138.897,156.025,92.932,138.724,238.66,1.063,0.559,0.013,0.047,3.296,0.746,0.579,0.561,0.269,1.032,1.273,0.808,1.087,0.551,2.632,0.038,0.017,0.02,0.025,0.018,1.787,0.69,1.015,0.513,1.506,0.067,0.037,0.003,0.002,0.215,0.133,0.092,0.003,0.004,0.48
900,0.724,1.059,0.127,0.053,4.518,126.928,142.566,84.486,123.575,218.524,0.995,0.496,0.01,0.04,2.778,0.739,0.55,0.583,0.306,1.04,1.268,0.779,1.081,0.544,2.54,0.034,0.016,0.02,0.024,0.018,1.688,0.663,1.046,0.613,1.529,0.069,0.036,0.002,0.002,0.208,0.137,0.087,0.003,0.004,0.449
901,0.654,0.951,0.115,0.046,4.099,117.482,131.545,77.438,111.167,202.863,0.931,0.446,0.007,0.037,2.369,0.702,0.494,0.546,0.286,1.03,1.245,0.744,1.049,0.528,2.431,0.029,0.015,0.018,0.022,0.018,1.531,0.598,0.983,0.612,1.48,0.07,0.035,0.002,0.002,0.198,0.138,0.084,0.002,0.004,0.419
902,0.598,0.868,0.105,0.043,3.773,109.844,122.17,71.205,100.818,190.371,0.874,0.408,0.005,0.036,2.043,0.65,0.442,0.495,0.258,1.013,1.205,0.709,1.008,0.511,2.322,0.025,0.013,0.017,0.02,0.018,1.38,0.525,0.897,0.576,1.398,0.07,0.034,0.001,0.002,0.187,0.138,0.081,0.002,0.005,0.392
903,0.56,0.801,0.097,0.041,3.524,103.363,114.099,65.707,92.193,180.678,0.825,0.379,0.004,0.035,1.788,0.596,0.403,0.458,0.241,0.998,1.151,0.68,0.972,0.495,2.223,0.023,0.012,0.015,0.018,0.017,1.25,0.457,0.829,0.54,1.31,0.069,0.034,0.001,0.002,0.177,0.136,0.08,0.001,0.005,0.37
904,0.535,0.738,0.09,0.039,3.314,97.87,106.478,60.949,84.945,172.443,0.781,0.357,0.003,0.034,1.578,0.553,0.381,0.438,0.235,0.988,1.094,0.655,0.942,0.482,2.137,0.021,0.011,0.014,0.016,0.017,1.152,0.408,0.781,0.51,1.23,0.067,0.035,0.001,0.002,0.169,0.133,0.08,0.001,0.005,0.351
905,0.516,0.691,0.084,0.038,3.133,92.984,100.153,56.629,78.667,165.247,0.737,0.336,0.003,0.033,1.399,0.52,0.377,0.428,0.239,0.988,1.04,0.633,0.923,0.472,2.059,0.023,0.01,0.013,0.015,0.017,1.092,0.382,0.748,0.489,1.163,0.066,0.035,0.001,0.002,0.161,0.13,0.078,0.002,0.005,0.334
906,0.49,0.659,0.078,0.036,2.979,87.907,95.11,52.666,73.212,159.097,0.694,0.312,0.005,0.032,1.25,0.498,0.379,0.425,0.25,0.994,0.995,0.61,0.913,0.464,1.988,0.036,0.01,0.013,0.014,0.017,1.076,0.369,0.724,0.475,1.108,0.065,0.034,0.002,0.002,0.155,0.127,0.075,0.003,0.005,0.319
907,58.677,15.689,0.072,0.034,2.84,89.522,90.805,49.264,68.461,153.44,0.642,0.283,0.009,0.031,1.131,0.44,0.363,0.426,0.265,1.01,0.948,0.582,0.913,0.458,1.93,0.115,0.017,0.012,0.014,0.017,0.992,0.344,0.709,0.469,1.068,0.063,0.032,0.003,0.002,0.149,0.122,0.07,0.006,0.005,0.306
908,389.416,233.983,0.823,0.032,63.162,138.002,127.274,44.341,64.346,154.744,0.791,0.331,0.016,0.028,1.033,0.273,0.224,0.418,0.282,0.951,0.966,0.554,0.937,0.453,1.878,0.264,0.047,0.035,0.013,0.038,0.734,0.234,0.672,0.465,0.954,0.063,0.03,0.004,0.002,0.143,0.121,0.065,0.01,0.004,0.295
909,924.482,566.511,8.291,0.503,876.84,214.771,184.333,53.631,61.56,217.094,1.133,0.503,0.038,0.023,1.231,0.195,0.152,0.211,0.234,0.533,1.107,0.575,1.035,0.449,1.844,0.317,0.065,0.077,0.029,0.079,0.594,0.16,0.45,0.427,0.607,0.072,0.031,0.008,0.001,0.131,0.136,0.065,0.02,0.003,0.284
910,1507.008,910.179,19.149,9.63,2268.225,291.839,244.458,73.688,82.983,320.736,1.314,0.65,0.056,0.023,2.121,0.14,0.114,0.109,0.158,0.333,1.265,0.609,1.172,0.474,1.956,0.267,0.057,0.103,0.087,0.097,0.498,0.118,0.33,0.316,0.402,0.069,0.03,0.009,0.001,0.13,0.143,0.067,0.031,0.003,0.298
911,2057.288,1229.029,30.003,28.367,3633.296,362.242,301.826,97.538,121.845,427.538,1.412,0.74,0.051,0.033,2.848,0.111,0.089,0.066,0.11,0.243,1.335,0.628,1.273,0.538,2.11,0.199,0.045,0.097,0.129,0.085,0.416,0.09,0.266,0.24,0.292,0.055,0.028,0.007,0.002,0.125,0.128,0.067,0.035,0.003,0.33
912,2751.615,1563.607,39.18,70.11,4645.293,431.892,355.131,121.889,175.484,523.037,1.645,0.841,0.037,0.052,3.029,0.106,0.083,0.045,0.08,0.189,1.352,0.654,1.274,0.627,2.173,0.151,0.04,0.08,0.13,0.068,0.347,0.078,0.217,0.202,0.224,0.048,0.025,0.005,0.002,0.108,0.116,0.067,0.029,0.003,0.356
913,3092.083,1772.44,46.948,111.674,5409.183,478.393,394.931,140.532,232.578,599.392,1.874,0.945,0.032,0.069,3.111,0.109,0.085,0.038,0.058,0.167,1.348,0.682,1.254,0.674,2.194,0.122,0.038,0.071,0.107,0.059,0.296,0.074,0.195,0.168,0.195,0.045,0.025,0.003,0.003,0.096,0.114,0.068,0.022,0.004,0.366
914,3237.504,1894.127,52,151.282,5800.44,507.004,422.97,153.278,280.368,646.083,2.088,1.054,0.031,0.088,3.27,0.116,0.09,0.038,0.054,0.164,1.338,0.708,1.234,0.697,2.226,0.107,0.039,0.066,0.091,0.056,0.268,0.075,0.186,0.147,0.189,0.044,0.025,0.003,0.002,0.092,0.118,0.071,0.016,0.005,0.372
915,3187.493,1882.746,54.615,181.622,5839.416,515.141,435.04,158.631,311.971,664.216,2.296,1.168,0.032,0.106,3.492,0.124,0.097,0.038,0.055,0.169,1.337,0.732,1.209,0.71,2.268,0.101,0.04,0.062,0.084,0.055,0.264,0.078,0.183,0.139,0.193,0.045,0.026,0.003,0.002,0.092,0.128,0.077,0.011,0.006,0.381
916,2861.102,1726.1,53.557,198.67,5484.549,494.569,428.979,157.788,328.326,648.616,2.472,1.277,0.031,0.121,3.715,0.133,0.106,0.039,0.058,0.178,1.348,0.754,1.182,0.715,2.312,0.098,0.041,0.058,0.081,0.054,0.275,0.085,0.182,0.136,0.202,0.047,0.027,0.002,0.002,0.094,0.141,0.085,0.008,0.006,0.392
917,2237.831,1354.31,46.987,198.971,4729.64,438.645,387.168,149.266,330.084,601.434,2.636,1.368,0.03,0.134,3.991,0.145,0.116,0.041,0.061,0.192,1.361,0.771,1.156,0.714,2.359,0.093,0.042,0.054,0.08,0.052,0.299,0.094,0.184,0.139,0.218,0.05,0.029,0.002,0.002,0.097,0.153,0.094,0.007,0.007,0.408
918,1325.629,773.203,36.555,180.702,3544.654,352.675,315.564,135.636,319.876,528.856,2.816,1.403,0.029,0.141,4.56,0.163,0.128,0.044,0.065,0.231,1.373,0.784,1.133,0.71,2.417,0.085,0.04,0.05,0.078,0.052,0.344,0.11,0.191,0.145,0.25,0.055,0.03,0.002,0.003,0.105,0.163,0.101,0.006,0.008,0.428
919,317.531,155.861,21.589,154.808,1923.926,275.827,251.267,121.682,280.305,444.553,2.921,1.316,0.028,0.147,5.418,0.21,0.149,0.05,0.07,0.319,1.392,0.794,1.115,0.705,2.509,0.068,0.034,0.043,0.075,0.05,0.44,0.145,0.207,0.156,0.325,0.063,0.033,0.002,0.003,0.125,0.175,0.107,0.006,0.008,0.456
920,1.74,1.969,5.281,98.758,361.891,235.737,232.222,120.944,219.829,358.278,2.402,1.022,0.028,0.148,6.036,0.389,0.225,0.072,0.073,0.515,1.432,0.805,1.106,0.695,2.659,0.051,0.024,0.032,0.067,0.044,0.888,0.251,0.252,0.174,0.524,0.075,0.037,0.002,0.003,0.169,0.185,0.11,0.006,0.008,0.496
921,1.279,1.664,0.189,34.707,6.951,194.996,207.253,123.167,193.379,302.148,2.059,0.864,0.026,0.137,5.478,0.668,0.367,0.225,0.089,0.825,1.485,0.818,1.13,0.681,2.813,0.036,0.018,0.024,0.052,0.028,1.637,0.433,0.488,0.215,0.947,0.085,0.041,0.003,0.003,0.22,0.191,0.109,0.006,0.008,0.531
922,1.034,1.444,0.154,0.14,5.759,169.678,186.368,107.934,193.428,262.776,1.935,0.768,0.023,0.11,4.751,0.905,0.488,0.451,0.224,1.113,1.541,0.828,1.19,0.677,2.893,0.045,0.019,0.018,0.042,0.02,2.254,0.593,0.853,0.44,1.407,0.091,0.043,0.004,0.003,0.247,0.197,0.106,0.007,0.008,0.543
923,0.854,1.282,0.137,0.096,5.02,149.491,169.882,97.488,164.932,236.519,1.862,0.686,0.021,0.079,4.235,1.058,0.536,0.598,0.419,1.278,1.58,0.822,1.239,0.684,2.903,0.059,0.019,0.02,0.031,0.021,2.576,0.66,1.094,0.765,1.665,0.096,0.043,0.004,0.003,0.258,0.204,0.102,0.007,0.007,0.54
924,0.747,1.158,0.123,0.076,4.453,134.887,156.523,89.116,146.462,215.548,1.803,0.61,0.019,0.066,3.826,1.144,0.526,0.651,0.501,1.352,1.601,0.799,1.257,0.68,2.871,0.07,0.018,0.02,0.03,0.021,2.674,0.646,1.176,0.903,1.741,0.101,0.042,0.004,0.003,0.261,0.213,0.097,0.007,0.007,0.533
925,0.655,1.059,0.111,0.066,4.011,122.776,145.307,82.002,131.99,199.109,1.75,0.54,0.017,0.061,3.501,1.182,0.48,0.648,0.47,1.392,1.606,0.766,1.251,0.661,2.82,0.075,0.016,0.019,0.027,0.021,2.625,0.588,1.167,0.872,1.723,0.106,0.041,0.004,0.003,0.262,0.223,0.092,0.008,0.007,0.525
926,0.592,0.979,0.102,0.06,3.664,113.61,135.943,75.777,120.077,186.037,1.695,0.478,0.015,0.059,3.236,1.181,0.425,0.618,0.416,1.417,1.595,0.731,1.235,0.639,2.763,0.075,0.014,0.018,0.024,0.02,2.484,0.519,1.117,0.8,1.664,0.11,0.039,0.004,0.003,0.261,0.232,0.087,0.008,0.008,0.517
927,0.542,0.916,0.095,0.058,3.371,105.764,128.027,70.387,109.906,174.591,1.619,0.429,0.014,0.06,3.011,1.153,0.38,0.585,0.374,1.433,1.567,0.701,1.218,0.62,2.703,0.074,0.013,0.017,0.021,0.02,2.311,0.463,1.061,0.735,1.592,0.112,0.039,0.004,0.004,0.261,0.236,0.084,0.008,0.009,0.509
